time,motor.m1,motor.m2,motor.m3,motor.m4,
88410,39975,44509,44091,40637,
88510,40176,44744,44676,41708,
88610,43438,43262,41852,42520,
88710,40017,47317,44799,42451,
88810,43498,44678,43000,42592,
88910,43015,45193,43397,42207,
89010,40174,44594,47864,44388,
89110,40249,44077,46415,44375,
89210,43166,46046,45196,43264,
89310,42019,45505,44485,43031,
89410,40456,45516,45856,42872,
89510,41840,42484,44950,45754,
89610,42871,46345,42155,41593,
89710,42162,45110,42926,42134,
89810,40685,46183,44983,40909,
89910,41861,46833,43113,40473,
90010,40828,45758,42060,41018,
90110,41142,44206,42978,45054,
90210,40619,47333,45587,42585,
90310,41169,46713,43771,43355,
90410,42995,46553,41969,42267,
90510,41838,46204,43866,42812,
90610,41991,46571,41943,41143,
90710,41539,46095,42799,41423,
90810,41361,47741,43865,40621,
90910,42177,46035,45331,43097,
91010,43347,45675,45325,43653,
91110,42695,47369,44509,42579,
91210,42208,47500,44794,41102,
91310,42291,44465,44685,42455,
91410,41813,44599,43565,42875,
91510,41487,44905,44835,42637,
91610,41044,44470,44992,42854,
91710,40155,46077,42639,40989,
91810,40795,44893,44215,41393,
91910,42635,45235,42255,42791,
92010,40762,45062,44430,43470,
92110,39285,46587,47661,39771,
92210,45743,44145,41767,43341,
92310,42751,44841,43307,44605,
92410,42302,46466,44132,42404,
92510,42761,44605,43379,43703,
92610,42772,45050,44758,44424,
92710,42754,45970,44442,43402,
92810,41833,45697,44981,42541,
92910,41955,43729,44783,43873,
93010,41241,47741,44647,40459,
93110,42274,42990,43440,44580,
93210,42875,44273,42867,41293,
93310,41961,42819,43845,43343,
93410,43653,44493,42335,43715,
93510,43717,45707,45505,42427,
93610,41957,45555,46289,44247,
93710,42413,45221,44543,42455,
93810,40852,47516,46110,40398,
93910,39914,44114,43792,44552,
94010,41639,43653,43773,42879,
94110,40810,46624,44408,42894,
94210,41125,46351,45595,42109,
94310,41867,47297,43269,42427,
94410,41608,45550,46688,42558,
94510,41892,45722,45492,43026,
94610,44038,44290,44150,44082,
94710,44447,46629,44191,42733,
94810,42019,46409,46191,42669,
94910,41252,44176,46276,44360,
95010,41633,47643,45315,42297,
95110,43145,46045,43949,43061,
95210,40968,43348,43510,45450,
95310,40501,45755,43301,42791,
95410,42448,46174,42192,41686,
95510,42216,46672,41570,41102,
95610,41664,45468,44226,41758,
95710,42997,44213,44873,42469,
95810,43899,44667,44371,44323,
95910,42390,46242,45620,41952,
96010,43438,43896,44572,43958,
96110,42177,44105,46193,42585,
96210,45485,45231,43293,43227,
96310,43101,45407,44183,40725,
96410,44736,45922,44672,40410,
96510,44579,45355,44745,42361,
96610,43242,44942,46262,41726,
96710,43556,43626,45048,40546,
96810,45710,40344,45624,40442,
96910,43537,46283,42597,39271,
97010,43334,45416,43578,40140,
97110,44794,44556,45388,40698,
97210,43340,45572,44626,42814,
97310,42664,44718,45106,40832,
97410,40679,44025,47843,39965,
97510,43184,44236,41982,39754,
97610,43540,44812,41228,40544,
