time,motor.m1,motor.m2,motor.m3,motor.m4
591427,37764,65535,54350,58862
591527,46575,65535,62521,54471
591627,48120,63336,65535,55120
591727,47999,57915,65535,50145
591827,48794,56732,65535,41096
591927,47060,46362,65535,40952
592027,49466,43438,65535,39240
592127,54244,48812,65535,37274
592227,55260,44992,65535,38088
592327,61178,36130,65535,43782
592427,65535,43313,53927,35993
592527,65535,44770,59998,44770
592627,0,0,0,0
