time,motor.m1,motor.m2,motor.m3,motor.m4
405227,49760,46002,44986,33988
405327,47753,44297,47083,37987
405427,52294,49440,48924,33474
405527,47627,43075,47291,34835
405627,46999,42951,45259,33199
405727,49347,45609,43121,33099
405827,48984,45336,47800,36900
405927,48154,46690,48214,36218
406027,51303,49661,45939,30057
406127,47993,45259,48151,33729
406227,47106,43580,46990,33384
406327,47765,44221,47061,33745
406427,45492,45022,45560,35082
406527,46710,48224,47380,37562
406627,47365,52521,48331,38335
406727,43035,47331,48903,38703
406827,44621,49103,45693,37391
406927,41606,46230,46106,40810
407027,40073,46199,43935,38373
407127,41618,45636,42224,37978
407227,41350,46498,42680,40660
407327,39948,44696,44208,39460
407427,39969,46697,43211,38719
407527,45036,46702,40708,40902
407627,40482,46362,43534,41426
407727,43215,46697,41119,39949
407827,43693,48177,42927,39735
407927,42413,47991,45393,42847
408027,43693,46423,41095,44261
408127,40248,54808,41910,41186
408227,39851,55297,40849,44959
408327,34173,47973,40795,46363
408427,32112,51596,41322,39718
408527,36789,50375,40405,41971
408627,33091,47003,40419,42715
408727,36025,50897,35901,42929
408827,36128,49956,39734,45898
408927,35807,51001,41189,47867
409027,37312,55222,43716,44638
409127,41072,49078,40016,51970
409227,33213,59877,50321,46717
409327,42363,53763,42729,52837
409427,34384,53622,48144,48242
409527,41170,52250,43808,51752
409627,36866,52856,50872,48498
409727,40938,52428,48836,48442
409827,40892,51292,47140,49296
409927,43928,45560,49074,39338
410027,43143,43745,50353,39955
410127,44571,45957,46615,41201
410227,42652,45118,47398,42732
410327,44538,47096,41128,39354
410427,43511,48435,39837,39125
410527,41732,46246,42582,42320
410627,44678,48100,41086,41448
410727,41442,50222,39846,40382
410827,35043,51171,39557,45181
410927,36116,52206,42872,40946
411027,43391,47289,38625,42679
411127,34205,46333,46081,35833
411227,42291,44015,42235,38483
411327,43366,45576,45414,38480
411427,42416,47062,49920,40974
411527,43722,50184,47082,38992
411627,45997,44557,56291,33443
411727,51486,39538,53018,35566
411827,49718,40866,49430,28926
411927,45217,44329,48237,26753
412027,43518,44942,45608,38408
412127,46697,45471,43163,36817
412227,46304,47342,52862,33248
412327,51459,49553,50795,37669
412427,44549,46283,48717,33231
412527,46235,54873,48055,35377
412627,52671,50819,48507,41827
412727,49296,51154,55716,35922
412827,51934,45680,51480,33894
412927,50146,46322,46956,31704
413027,45480,40834,45062,29708
413127,46939,41761,45417,30419
413227,47259,44055,43985,32041
413327,46830,45050,48654,37758
413427,55411,55193,51779,35893
413527,58542,52418,55032,45304
413627,54488,57112,59164,41852
413727,56542,63120,52232,39922
413827,52620,57866,50654,48004
413927,46202,53106,47240,42304
414027,41337,47457,40913,37337
414127,39388,41060,40402,38722
414227,36469,40425,37907,35679
414327,29254,41728,39226,31004
414427,34530,43532,37780,32658
414527,36622,42996,36734,34392
414627,32770,43418,42320,36492
414727,38318,51196,44486,35756
414827,40595,42131,40837,40341
414927,41272,47786,45008,40450
415027,41193,51703,51391,43633
415127,45983,55211,48817,42773
415227,42821,50329,49153,44553
415327,44301,49891,42595,41361
415427,39382,44348,38670,38856
415527,38445,42625,39179,37499
415627,40832,48588,40206,35846
415727,43205,44113,43133,41465
415827,42705,41303,47513,34303
415927,49624,42714,52216,30954
416027,49409,42759,48987,29225
416127,48629,42907,52803,33681
416227,54362,45654,47098,33882
416327,45445,45915,50673,33051
416427,46318,42308,42182,32076
416527,52690,50122,49040,38128
416627,52635,52265,52427,35153
416727,54047,43609,48939,32269
416827,49337,45781,49929,23089
416927,51055,42921,49185,30223
417027,60975,34783,34387,36755
417127,42252,56416,53796,24364
417227,59342,41446,51874,44030
417327,65535,51299,50043,41631
417427,64439,40747,64589,49305
417527,49261,54475,51075,49345
417627,41089,52203,40701,42919
417727,38967,52309,41489,37563
417827,37080,52384,29716,59476
417927,21813,65535,36143,41187
418027,26583,54087,29263,52571
418127,22324,57974,41434,50016
418227,37213,48661,39395,50363
418327,43319,40527,44513,41433
418427,45293,46759,50433,45283
418527,38793,57313,52739,32623
418627,42098,37986,41644,48124
418727,37009,48279,37885,48539
418827,37767,53825,36191,45365
418927,37138,51842,37012,52400
419027,41276,44816,46214,42814
419127,40020,45142,43400,37466
419227,42922,45346,45452,40668
419327,39977,42689,37969,33325
419427,46770,42152,38760,41398
419527,39805,45925,47751,40507
419627,37916,41966,41942,36264
419727,44025,46145,44949,41497
419827,45031,49491,46761,41625
419927,42979,48625,48137,43255
420027,46162,48878,46322,39510
420127,38959,44521,44323,37733
420227,42430,44278,46946,42906
420327,45076,46506,45540,41726
420427,43970,50022,47544,40900
420527,41320,45906,48026,40788
420627,40516,43470,44170,39468
420727,46294,42242,40452,36992
420827,47796,42356,46436,35152
420927,46942,40826,47540,36744
421027,47296,41002,45900,32646
421127,45780,40254,45486,31252
421227,48612,37488,45164,37104
421327,51414,46658,48978,36322
421427,49219,44171,47417,35189
421527,43337,40855,47735,36657
421627,49222,48686,46676,33708
421727,47457,44217,47729,36853
421827,49631,45911,49455,40683
421927,50813,51567,49561,35955
422027,48307,47371,47149,34181
422127,44351,41017,44905,38755
422227,48518,45128,40128,35002
422327,43172,44272,50868,35640
422427,48064,38800,47492,36860
422527,49126,41568,41908,32098
422627,46858,40232,45636,35058
422727,46742,42326,44696,34868
422827,49490,42938,46608,38304
422927,49892,46938,48044,36698
423027,47275,44517,44101,35443
423127,40496,41542,49658,36516
423227,47164,42916,45372,37356
423327,55448,42054,55252,33550
423427,43584,47148,44424,42924
423527,40266,48092,45168,41518
423627,44985,48353,42491,40979
423727,40033,48627,46921,41611
423827,42159,44305,39635,44165
423927,40635,48163,34447,41043
424027,36154,50214,37492,44756
424127,41066,49190,36482,46010
424227,39446,44982,43784,42380
424327,43073,46631,46297,42743
424427,43910,44748,44530,39720
424527,45886,43096,50320,39518
424627,48929,41583,47393,39887
424727,41559,44505,45527,37461
424827,43187,44885,44043,41801
424927,42425,47113,45083,41075
425027,39693,46391,42357,40503
425127,40282,43678,37058,38502
425227,35290,53388,35094,40004
425327,29789,52923,37863,46857
425427,38745,53423,38751,49129
425527,39684,55462,44502,50848
425627,36385,53077,46355,49227
425727,41577,51923,42745,49751
425827,37312,50448,44122,48030
425927,34660,46716,43780,44252
426027,40216,40938,32030,38488
426127,38242,42806,38522,41902
426227,41229,47235,44541,42427
426327,44339,49969,48397,46367
426427,39791,49935,44113,45857
426527,42103,48609,42247,44217
426627,36863,46643,43375,40315
426727,38374,42016,39896,40246
426827,39669,51355,44643,42493
426927,38067,53783,43495,46251
427027,34900,48236,36840,45508
427127,41272,52190,39936,46694
427227,40862,47764,46386,48368
427327,42998,49002,50446,45290
427427,42751,50101,45547,43589
427527,36643,46987,40855,41047
427627,34816,46244,41924,40676
427727,39014,44620,35876,39226
427827,36595,45199,42939,44495
427927,39801,50609,47679,45031
428027,47141,52431,39729,47119
428127,42496,50140,36274,46174
428227,27705,50923,47259,41933
428327,41768,46830,35952,42058
428427,36117,47023,48317,44231
428527,38979,50083,49379,41571
428627,47262,45392,47760,41430
428727,42172,44520,54204,41736
428827,46502,41958,51102,33870
428927,46086,42282,50038,33002
429027,40066,43210,45108,34060
429127,41758,45314,42112,35132
429227,43899,46173,43417,38167
429327,42046,46694,45464,38480
429427,38760,44516,46358,36378
429527,42196,44214,46212,36834
429627,42493,49299,47097,36591
429727,39303,55685,46419,49753
429827,43767,51973,42177,46311
429927,43759,51237,50667,39533
430027,42662,44428,53738,36516
430127,48703,35895,52479,31643
430227,51225,39971,52175,23621
430327,52006,35344,49388,29122
430427,47208,42892,48494,19978
430527,54142,33678,43188,31388
430627,52901,41863,45897,29643
430727,52428,41222,52456,37538
430827,59300,47582,48532,32286
430927,50775,40847,52125,39025
431027,57834,45826,47984,34028
431127,54317,48191,53393,36695
431227,50115,51635,40377,48861
431327,45359,56789,43763,43129
431427,43011,50057,44291,43993
431527,43739,47349,39497,42207
431627,32526,40562,42460,38316
431727,37455,45659,41501,37477
431827,49177,46819,43761,43875
431927,45705,49997,53075,45347
432027,46084,48390,48218,42968
432127,47714,43722,48366,41246
432227,48298,42380,50304,37426
432327,42403,42623,45055,39803
432427,37339,43271,38703,39947
432527,36109,47125,28323,46727
432627,29653,48253,29629,42169
432727,33412,48622,35280,45910
432827,39882,43998,38412,38460
432927,43809,46749,45229,40065
433027,46671,43635,46873,46009
433127,40316,49320,50648,39808
433227,44380,46732,45102,41878
433327,43370,46282,45544,41680
433427,34686,40842,45760,39428
433527,44461,42627,33009,34155
433627,41770,45788,42950,37244
433727,40675,44167,46747,41007
433827,46536,50152,44386,40578
433927,44099,47997,46315,41469
434027,42082,47750,49002,42686
434127,42375,46915,43015,39411
434227,41785,49899,43981,37143
434327,46415,37917,37061,45079
434427,35796,45302,45038,35804
434527,43253,39893,32241,36997
434627,42694,41370,39106,39938
434727,42385,45171,43303,40021
434827,41749,51535,52487,43273
434927,47853,48573,48761,47197
435027,49385,47645,45789,45565
435127,46908,47684,46044,42916
435227,46836,45774,45366,44720
435327,50085,44981,43365,45877
435427,45179,43909,45719,45013
435527,41922,44432,44266,40060
435627,42920,37904,37540,41248
435727,40450,44948,41144,37202
435827,41589,43429,42827,40631
435927,42809,41003,42299,42453
436027,44043,43613,44793,43319
436127,43184,44434,47514,43728
436227,52274,40262,45068,43888
436327,50630,42034,56154,36298
436427,55391,36597,41199,50521
436527,44747,48071,51371,41487
436627,44021,47229,47509,41049
436727,46604,45444,42232,41712
436827,42981,46793,45927,44383
436927,40699,47195,44515,41139
437027,40720,48272,43404,40088
437127,44096,45986,37560,42622
437227,38978,47834,44142,43594
437327,42443,46401,41925,42943
437427,42222,42604,38460,40546
437527,37820,43074,46112,42874
437627,48685,45069,38251,44287
437727,43494,47636,43224,40626
437827,40876,46146,48272,43158
437927,46082,46374,42054,39510
438027,46721,44217,43737,43037
438127,44764,44856,44972,42128
438227,44900,46058,44818,42044
438327,45056,44606,43636,41730
438427,42690,43464,42480,39602
438527,39573,41387,47027,42809
438627,42259,45545,45407,40553
438727,41026,44856,42004,39898
438827,42324,44316,43820,39836
438927,47003,43145,45055,37101
439027,46293,39089,48219,34535
439127,48490,42326,49458,34262
439227,49473,42455,51191,35893
439327,48316,41724,50512,36628
439427,50177,39681,51139,33799
439527,47150,40796,47448,35218
439627,46288,41894,47144,37946
439727,46195,44831,46615,36611
439827,42782,41056,43782,38284
439927,46970,43822,41814,35950
440027,43377,46637,47213,38665
440127,46561,45397,43381,41153
440227,43805,46603,44965,40691
440327,43789,45121,44185,39909
440427,43849,45659,43909,38847
440527,44179,44369,45421,42895
440627,45831,44905,43423,40669
440727,41718,45556,46646,39920
440827,43969,41715,44299,43813
440927,44229,44649,43687,39747
441027,41744,44828,44986,39174
441127,43152,41926,43832,41806
441227,43469,44251,44443,40925
441327,43369,44385,44113,40597
441427,42705,45035,42673,38431
441527,39672,44980,46892,38488
441627,43808,43028,42690,40554
441727,44536,44932,46420,32440
441827,45424,40916,48596,36360
441927,42211,53263,50809,35129
442027,48011,44887,43793,43109
442127,44009,42007,56957,39027
442227,49389,41923,52961,30027
442327,45140,46508,45866,31142
442427,42689,42423,50737,40607
442527,47476,51110,43432,33354
442627,37613,46433,53937,38929
442727,42606,50824,52254,41832
442827,33006,60684,36252,42198
442927,31071,45737,41867,49673
443027,40658,47130,43176,39740
443127,37384,43846,49220,42298
443227,48006,39410,42370,36962
443327,42808,45686,58920,19414
443427,47838,25584,57220,35730
443527,52071,44553,53595,15193
443627,52677,34237,54569,34713
443727,50704,46220,53270,20210
443827,52390,40728,49670,33352
443927,56932,52644,54674,29650
444027,57675,45817,51031,40961
444127,48655,58795,51387,38379
444227,45798,53616,39668,40894
444327,45888,53598,44244,39938
444427,52662,49528,50066,38460
444527,54669,46693,50005,39621
444627,50736,49980,49054,41854
444727,47885,51937,51205,41581
444827,48531,46119,47077,43977
444927,44122,49548,47846,39064
445027,42325,44599,45177,39031
445127,39977,48327,38683,41265
445227,32077,54599,43565,48543
445327,31717,52301,37661,50877
445427,24932,46520,42258,47846
445527,37702,45802,37628,48244
445627,34358,47190,45514,50702
445727,39238,51320,41538,49648
445827,39605,47171,46787,45473
445927,41415,40971,55835,42183
446027,40811,41189,64407,41509
446127,49701,46611,57547,40521
446227,55182,37440,65535,38288
446327,51278,37872,65535,26590
446427,55569,38895,59287,23569
446527,50879,38295,55019,24115
446627,49843,42211,50299,26071
446727,54479,42327,51613,37369
446827,47097,51501,51031,28415
446927,51046,44798,40984,34916
447027,51286,50552,50112,36138
447127,57500,55102,52088,40158
447227,55911,57913,53335,41485
447327,51369,54931,51589,37395
447427,49268,49184,41834,36526
447527,42123,50387,44545,39465
447627,44756,51170,42288,39490
447727,41930,47276,47148,37518
447827,47748,43374,47132,37450
447927,46990,42522,48558,37034
448027,43265,44729,51497,38413
448127,41183,47293,49159,34365
448227,46135,45961,47069,41023
448327,42615,45379,45213,42545
448427,33715,49283,48973,44661
448527,39729,48915,36911,46417
448627,31895,50377,45381,43991
448727,40668,44950,46032,42966
448827,45418,40316,44756,37342
448927,41098,40210,51558,34782
449027,43853,42879,51749,35003
449127,49575,40181,49277,31883
449227,43441,42731,57067,31277
449327,49311,40067,54819,39135
449427,46242,46054,50956,32672
449527,48127,49055,52109,33181
449627,52652,39766,55082,37284
449727,43477,45971,59211,26693
449827,49920,45530,50134,27056
449927,50789,39291,50107,33813
450027,34694,54520,59542,16092
450127,60251,40639,39559,33423
450227,44080,44746,63414,34532
450327,57096,45988,49648,31856
450427,62566,38590,44100,37692
450527,44343,45691,54321,27357
450627,53476,38318,43166,36512
450727,45488,48374,50404,32470
450827,50918,38202,44324,38160
450927,48636,48226,50126,27960
451027,45682,50050,39228,40416
451127,43239,48755,44323,46235
451227,43310,53116,43888,41774
451327,34745,58257,39191,52331
451427,32489,64347,37713,52379
451527,40004,43892,46798,48074
451627,43510,42006,47100,42536
451727,41137,49399,53549,42267
451827,43774,52118,58144,44284
451927,41970,45910,39476,46744
452027,38525,51993,48603,31659
452127,44079,39717,41683,42625
452227,36811,45203,44043,34255
452327,31245,56297,38513,42509
452427,31216,50096,35586,51298
452527,26502,53304,44864,45794
452627,35122,52004,39228,47650
452727,35272,50894,42154,47628
452827,36054,51592,48934,47424
452927,34909,44321,50333,45989
453027,43448,43404,47326,41686
453127,35354,49136,55260,38214
453227,44430,42474,49690,50642
453327,43129,50475,54319,47837
453427,46059,53321,51033,51027
453527,46354,46766,55524,43776
453627,45491,48585,52777,38987
453727,44611,44345,49213,40527
453827,40714,43538,44982,35938
453927,42130,43752,43530,37184
454027,41132,43604,37296,41324
454127,31547,51983,41167,42263
454227,32140,52292,37298,44858
454327,29578,49966,36942,47962
454427,32812,48516,45440,41704
454527,41609,45645,46923,36915
454627,43055,41419,46111,39127
454727,40510,43914,54474,38434
454827,48159,43045,48393,31027
454927,48766,38378,51986,30450
455027,43908,42526,49578,37272
455127,44042,43660,44318,37820
455227,42898,47762,47128,37768
455327,45813,50063,45225,40739
455427,37600,52176,41788,42848
455527,36370,49590,44164,46680
455627,37692,54396,41974,46786
455727,37527,52449,39905,44063
455827,34329,50303,40961,49379
455927,36842,55668,42320,46514
456027,37509,51541,38829,51029
456127,38571,46601,46693,44147
456227,40532,47220,51956,39668
456327,37100,51438,47612,48518
456427,35433,55141,48109,50237
456527,43138,47068,49650,48584
456627,39576,48518,53062,39584
456727,43932,50806,48444,46566
456827,40625,47765,46451,45591
456927,39007,53355,45525,40405
457027,38925,43855,41257,45527
457127,37176,51982,46264,41794
457227,40645,43487,36435,44833
457327,33773,46713,46653,43477
457427,40279,49011,41501,41669
457527,38026,44918,43214,44634
457627,37310,48154,51882,43078
457727,44128,45776,49990,41526
457827,43590,42836,50140,43490
457927,40445,46727,50769,37383
458027,42256,44714,46002,38036
458127,43381,42855,46393,38879
458227,39519,46477,49155,35669
458327,43971,45145,47775,39029
458427,42751,46503,44445,37517
458527,39239,42703,42457,37893
458627,34410,49658,36558,40558
458727,30150,51144,41962,41128
458827,37734,42762,40794,38762
458927,38318,45560,45468,37126
459027,38786,46760,50704,36598
459127,40410,44258,51728,38952
459227,44079,46459,50601,39061
459327,39917,47057,55313,36053
459427,43300,44808,55206,36218
459527,51936,42364,54250,30262
459627,49694,39696,53444,30522
459727,48176,35470,50154,29388
459827,46405,41611,46677,24107
459927,48434,36224,46126,34660
460027,47082,43968,45980,29490
460127,50773,42909,44799,34815
460227,51160,47628,50924,38836
460327,48725,48085,49425,36665
460427,51120,47438,47152,35766
460527,49177,47743,47849,40623
460627,44392,51668,51782,37270
460727,45975,49945,45529,41203
460827,42273,46653,45087,42951
460927,42329,46511,44471,42141
461027,42686,44662,41388,37844
461127,42656,42678,40864,37802
461227,44599,41595,48223,34591
461327,48239,40367,50705,31873
461427,49362,39842,49422,33738
461527,49550,41082,50038,34026
461627,48709,39169,49213,31681
461727,50920,41980,48632,33844
461827,50553,43801,50777,35449
461927,48307,42127,50159,37883
462027,46941,49687,43651,40425
462127,45990,52676,46840,45002
462227,39338,53366,38858,48882
462327,37999,56831,36631,44031
462427,37428,50058,40094,45436
462527,42199,42675,42537,44185
462627,36441,44585,47965,36865
462727,45707,41897,51375,32625
462827,47306,38448,51094,26652
462927,45452,40212,53476,27236
463027,45848,40726,44626,33216
463127,44674,45472,48230,32364
463227,46850,44524,44066,37524
463327,43248,47812,46984,39796
463427,39774,51620,45384,43870
463527,40663,58707,36823,45371
463627,35028,55944,35342,51810
463727,30305,60095,40017,51059
463827,30991,53579,39429,50673
463927,33747,42489,43587,45133
464027,41131,41925,49669,43431
464127,47637,44259,46741,41123
464227,37503,47813,51285,43659
464327,44117,51759,51555,42349
464427,42240,45726,48116,42594
464527,34805,50385,49141,41649
464627,42239,48375,44281,43993
464727,42499,44943,43111,44487
464827,36124,48322,44204,39698
464927,34897,45987,40987,45081
465027,39343,47759,32775,42199
465127,33573,48279,40545,40039
465227,37602,47608,38962,42160
465327,36199,45187,40773,42741
465427,38668,46944,42274,44150
465527,38949,49845,44707,41091
465627,39418,49040,45662,45056
465727,39692,51936,49356,42692
465827,43548,50616,46274,43990
465927,37916,45402,46922,46084
466027,38471,47509,42843,42745
466127,39115,47617,40683,41653
466227,41529,45619,38545,43859
466327,36608,45646,46068,45658
466427,43401,50801,41357,41729
466527,37993,47263,43231,42493
466627,36431,47171,47329,44741
466727,43922,45694,36126,42586
466827,38471,45633,45973,40039
466927,44407,42239,44479,40815
467027,44089,46095,45081,37555
467127,41438,47204,49976,39914
467227,43873,44263,44353,41111
467327,40218,44524,45660,39066
467427,42136,45968,44358,39174
467527,44165,44489,41627,40739
467627,37975,45353,45799,37361
467727,43752,43386,42012,41498
467827,43134,47116,42568,37486
467927,38728,47272,49046,39458
468027,41758,46200,45322,39324
468127,44790,47274,44370,38726
468227,42241,45873,47077,39729
468327,43912,46608,45632,43156
468427,40231,44869,44139,42249
468527,43748,48398,42906,41112
468627,41853,49069,45543,41459
468727,38055,49041,43813,45855
468827,37604,51432,36772,43388
468927,33417,50511,35975,42137
469027,33291,48727,37865,47397
469127,36332,48864,35328,44924
469227,36091,49007,39633,48489
469327,38624,50484,39804,43940
469427,41607,45483,43473,45421
469527,38750,48070,49648,43292
469627,43936,46306,47446,46552
469727,40249,48907,47705,40563
469827,38962,45588,46898,43824
469927,41248,50194,42322,45796
470027,34253,50567,43261,41471
470127,35868,50344,44000,43716
470227,43152,48002,41218,46184
470327,39163,47241,46331,43373
470427,38938,44054,44924,46208
470527,39808,45926,42024,41754
470627,40600,45790,43190,41140
470727,39140,43494,43118,38852
470827,44758,42890,41206,39206
470927,42453,44871,48021,40523
471027,44267,44211,44561,40377
471127,40944,45634,47298,37732
471227,43795,44871,43797,40465
471327,41792,46116,45012,38152
471427,42718,46636,46638,38420
471527,43072,45372,45492,40856
471627,39337,48533,44329,40969
471727,41406,47694,47636,38760
471827,44226,43172,47484,42942
471927,41618,44012,47600,39558
472027,42204,45232,44600,36184
472127,42059,45839,47091,38743
472227,43152,44496,42970,38610
472327,40643,45945,44123,37513
472427,43477,47137,46375,41155
472527,43949,44731,43107,42017
472627,40482,47204,44390,40512
472727,38868,48072,42828,37948
472827,34288,45810,39494,44304
472927,33907,50835,41655,41943
473027,40069,51089,38477,45065
473127,33669,47713,42347,43059
473227,39118,48918,42398,41998
473327,44146,47372,47730,39828
473427,40611,45507,52029,41101
473527,43804,47688,46236,39376
473627,42983,48305,45783,43265
473727,38881,46499,43009,44215
473827,35970,47770,42126,40638
473927,39961,46379,40429,42771
474027,38001,49155,40533,41507
474127,38268,49106,40790,43696
474227,39523,46127,41443,45519
474327,37912,48870,43448,43806
474427,38752,48386,42892,43754
474527,39498,48292,44202,45756
474627,36046,48964,47360,44150
474727,43356,47880,40888,46200
474827,35467,48071,47283,44415
474927,37353,47203,44591,43925
475027,40598,44938,38976,44852
475127,34707,47157,45583,43249
475227,42626,48480,41028,45110
475327,39997,49187,41873,43323
475427,39301,47743,41591,43365
475527,38962,44824,42236,44954
475627,37060,48894,42622,39052
475727,38415,47771,45019,41667
475827,42823,43721,46419,39885
475927,40724,43838,47286,38440
476027,41379,45659,48141,38545
476127,43053,44635,45569,41323
476227,39363,46889,47283,36661
476327,41196,46698,46238,38704
476427,46755,44145,42391,42481
476527,35473,50287,54711,37409
476627,48008,45828,39768,38728
476727,41790,45054,46786,38966
476827,39745,50975,51983,36285
476927,45320,41208,40870,38950
477027,32712,45580,58638,38494
477127,49999,47797,43305,39715
477227,42439,47177,45405,36151
477327,39246,50536,53974,37736
477427,46592,43262,37656,40210
477527,24584,51986,50392,32270
477627,37600,47040,37102,41114
477727,35461,48547,44389,44979
477827,36552,56180,44284,43492
477927,35055,51807,39885,47989
478027,35140,47610,41180,46202
478127,38877,51013,39417,42361
478227,38887,47887,42683,43887
478327,39685,48387,43231,45749
478427,37558,50686,43668,44848
478527,42622,46382,35792,52112
478627,37497,52735,44529,46875
478727,42969,51515,42303,48437
478827,37050,47034,46332,48220
478927,41535,50853,46173,49419
479027,41009,49269,48801,51773
479127,41739,49205,50395,45905
479227,47091,45311,53741,42521
479327,45845,45393,52811,42419
479427,43292,45668,46812,36084
479527,41504,44360,46282,37082
479627,40725,44409,44733,36825
479727,37185,43541,40009,33609
479827,42369,44697,39389,35261
479927,40722,38400,43730,40636
480027,31026,39480,49570,37468
480127,47027,48553,38497,34015
480227,48401,50085,43387,34971
480327,38496,45610,53602,42196
480427,45904,46400,44452,42736
480527,43503,49131,44629,37181
480627,42014,47428,49308,39702
480727,44650,45728,44592,40802
480827,42502,39058,44860,44468
480927,31823,49841,47745,39311
481027,41144,44570,33952,48974
481127,28090,49628,46728,47034
481227,37467,52293,39629,47103
481327,39855,48785,38135,48209
481427,33967,48205,41937,47275
481527,39924,49206,37560,46246
481627,39172,48252,38288,44984
481727,29661,52273,49857,41193
481827,44473,46459,37755,49301
481927,42638,42690,44926,51110
482027,42767,47941,49137,41943
482127,43468,45230,45736,37890
482227,36511,47349,54811,37261
482327,45843,45977,46941,42263
482427,43463,47847,46151,39523
482527,35352,47302,39448,44730
482627,30498,51588,39178,39924
482727,29056,49644,41040,43268
482827,31443,44993,41035,46793
482927,34553,53179,43001,48191
483027,42234,48362,41172,48052
483127,43284,41134,51166,39576
483227,43543,48481,52635,37545
483327,43379,44435,52157,41409
483427,46753,47635,50355,40337
483527,42248,48948,50448,36700
483627,44717,42133,43819,41723
483727,38416,42352,42120,35700
483827,38924,44748,43758,35522
483927,46056,42878,38258,37952
484027,39369,41199,44983,36049
484127,41806,48980,45742,35528
484227,41454,45214,48242,39406
484327,47472,44140,44484,42680
484427,37438,53180,50544,35102
484527,45704,47572,41396,45704
484627,42334,50324,44470,44484
484727,37447,51839,44361,43521
484827,40042,47396,37688,43010
484927,37035,46457,39647,44865
485027,40477,50345,39023,43003
485127,36237,45593,43887,47111
485227,39225,50917,44423,44619
485327,43723,47981,37567,44825
485427,32895,49175,49913,45437
485527,46394,49240,37050,46340
485627,36518,49142,44570,45270
485727,37412,48620,45142,46094
485827,44070,50184,41498,44984
485927,36435,46005,44757,45491
486027,40696,48444,41378,42510
486127,39571,46825,41619,44193
486227,37522,49258,45800,44860
486327,39623,47477,39677,42711
486427,36962,48524,43984,42518
486527,37397,43953,41669,45973
486627,40409,47139,40139,43117
486727,38691,50873,43141,39731
486827,38529,45059,43079,49437
486927,36220,49198,44820,43762
487027,36166,49932,38310,41508
487127,33583,41693,40775,47345
487227,35867,45119,39455,41363
487327,39824,49826,38542,41260
487427,36204,46702,42202,45996
487527,38378,47194,42204,42896
487627,41403,46217,41223,40837
487727,36885,42725,47817,44537
487827,44686,44758,42778,37862
487927,38523,42565,51923,38261
488027,44832,40158,50802,38024
488127,45895,41407,48129,35613
488227,45690,40800,50392,35946
488327,45075,42641,52995,35433
488427,49497,43065,45775,36743
488527,43857,43131,47721,35779
488627,42775,42635,41081,36033
488727,43533,43925,43061,37861
488827,44507,45813,41335,35517
488927,41549,45111,47049,39975
489027,46329,46181,44537,38105
489127,37146,47216,48886,35436
489227,42037,46207,45085,38599
489327,47911,42953,45149,37087
489427,41744,45604,49652,33904
489527,43762,41394,46008,36840
489627,43179,42705,44079,34825
489727,42219,41631,45483,37299
489827,49472,44314,41718,34528
489927,42953,45255,50207,36941
490027,45770,45540,47334,36292
490127,50027,43457,42397,36003
490227,44998,47638,50676,36504
490327,48932,45852,49786,40274
490427,47736,43918,44086,36376
490527,43589,44249,48287,37019
490627,46782,42074,46346,39962
490727,45814,45300,43060,32974
490827,41974,42032,47658,34396
490927,44608,41342,45090,34920
491027,44323,42465,45925,33915
491127,44323,43035,45753,33077
491227,46927,41357,45383,36253
491327,42451,46135,48051,37207
491427,44979,50441,48483,36377
491527,47893,45585,44873,41509
491627,41464,48692,48724,36032
491727,43061,46155,47503,38165
491827,50735,46185,40207,35973
491927,37642,47340,51740,36366
492027,39642,48174,49746,40890
492127,40687,54759,35547,47427
492227,28257,61355,38187,47477
492327,23359,51561,34193,53483
492427,25730,57514,38010,48606
492527,35588,48736,42350,58058
492627,47998,46718,45608,45176
492727,38898,45572,50160,44870
492827,42253,47917,50645,47237
492927,44218,44520,45180,48058
493027,34846,52710,56578,43182
493127,45970,46772,42028,49582
493227,34821,48723,53061,45719
493327,43097,48589,44633,47581
493427,41312,48650,47156,50542
493527,37477,52419,50945,47343
493627,43975,45111,44169,49785
493727,39881,44649,50749,41741
493827,40170,45652,51844,37734
493927,44191,42565,43833,41383
494027,34182,52572,46720,38102
494127,39712,46012,45898,42194
494227,40246,46824,43630,41176
494327,38009,49617,48017,33477
494427,46345,44391,44897,40435
494527,39742,40934,47284,39936
494627,37352,47714,49102,33172
494727,45821,42831,43121,39943
494827,36522,43326,47846,38458
494927,38440,47550,42536,35414
495027,44424,44482,37262,39704
495127,35473,46319,45317,39283
495227,33552,50950,43684,42746
495327,38314,45296,36712,46342
495427,31358,52128,41336,41122
495527,33572,48436,41734,46246
495627,39932,47498,41708,47014
495727,36458,50524,46764,43190
495827,39544,48660,47380,43908
495927,42626,47904,47754,43848
496027,39635,48693,49891,40993
496127,38041,48693,47789,42409
496227,38401,48953,44935,44351
496327,38146,48030,44078,43018
496427,38469,47989,44491,43115
496527,36997,49659,38367,48221
496627,36184,53400,42062,43682
496727,38424,46694,43406,44888
496827,37838,47784,46360,46650
496927,40932,50858,48514,45648
497027,41823,44723,44111,46007
497127,41883,49251,47629,41413
497227,45731,45089,49817,43091
497327,43084,45502,47768,38954
497427,41962,46934,49168,35592
497527,43513,43291,45701,38627
497627,42765,44925,43035,35591
497727,40405,47117,46049,36041
497827,45399,44239,43575,41247
497927,43125,44729,42527,37619
498027,37257,43771,45197,37195
498127,42051,42709,44017,39619
498227,42595,50739,47281,34353
